,Book_Name,book_id,guten_genre,Author_Name,FileNo
166,Medoline Selwyn's Work,pg18052.epub,Literary,Colter| Mrs. J. J.,18052
167,The Zeit-Geist,pg18054.epub,Literary,Dougall| L.,18054
169,The Road to Mandalay - A Tale of Burma,pg18239.epub,Literary,Croker| B. M.,18239
170,Gentle Julia,pg18259.epub,Literary,Tarkington| Booth,18259
171,Enter Bridget,pg18280.epub,Literary,Cobb| Thomas,18280
174,The Lighted Match,pg18336.epub,Literary,Buck| Charles Neville,18336
178,A Melody in Silver,pg18434.epub,Literary,Abbott| Keene,18434
179,Parrot & Co.,pg18443.epub,Literary,MacGrath| Harold,18443
180,The Treasure of Heaven: A Romance of Riches,pg18449.epub,Literary,Corelli| Marie,18449
182,The Place Beyond the Winds,pg18488.epub,Literary,Comstock| Harriet T.,18488
183,A Court of Inquiry,pg18489.epub,Literary,Richmond| Grace S.,18489
186,A Mummer's Tale,pg18545.epub,Literary,France| Anatole,18545
188,The President: A Novel,pg18572.epub,Literary,Lewis| Alfred Henry,18572
189,The Poor Plutocrats,pg18705.epub,Literary,Jkai| Mr,18705
190,Dr. Dumany's Wife,pg18708.epub,Literary,Jkai| Mr,18708
193,The House of Martha,pg18822.epub,Literary,Stockton| Frank Richard,18822
194,Winner Take All,pg18829.epub,Literary,Evans| Larry,18829
196,Then I'll Come Back to You,pg18894.epub,Literary,Evans| Larry,18894
198,The Starbucks,pg18984.epub,Literary,Read| Opie Percival,18984
199,Sword and Gown: A Novel,pg19121.epub,Literary,Lawrence| George A.,19121
200,The House in the Mist,pg19147.epub,Detective and Mystery,Green| Anna Katharine,19147
201,The Cow Puncher,pg19173.epub,Literary,Stead| Robert J. C.,19173
202,Lady Larkspur,pg19204.epub,Literary,Nicholson| Meredith,19204
203,The Alchemist's Secret,pg19224.epub,Literary,Williams| Isabel Cecilia,19224
204,Joyce of the North Woods,pg19225.epub,Literary,Comstock| Harriet T.,19225
205,Michael McGrath- Postmaster,pg19257.epub,Literary,Connor| Ralph,19257
206,His Heart's Queen,pg19259.epub,Literary,Sheldon| Mrs. Georgie,19259
970,A Christmas Carol,pg19337DickensChristCarl.epub,Christmas Stories,Dickens| Charles,19337
207,Born Again,pg19459.epub,Literary,Lawson| Alfred W.,19459
208,Branded,pg19472.epub,Western Stories,Lynde| Francis,19472
209,North of Fifty-Three,pg19510.epub,Literary,Sinclair| Bertrand W.,19510
210,Kate Danton- Captain Danton's Daughters: A Novel,pg19512.epub,Literary,Fleming| May Agnes,19512
213,Dixie Hart,pg19818.epub,Literary,Harben| Will N.,19818
214,Heart - A Social Novel,pg20235.epub,Literary,Tupper| Martin Farquhar,20235
215,A Political Romance,pg20257.epub,Literary,Sterne| Laurence,20257
216,The Lovely Lady,pg20359.epub,Literary,Austin| Mary Hunter,20359
217,A Son of the Hills,pg20424.epub,Literary,Comstock| Harriet T.,20424
218,The Seventh Noon,pg20429.epub,Literary,Bartlett| Frederick Orin,20429
219,The Triflers,pg20458.epub,Literary,Bartlett| Frederick Orin,20458
220,Ernest Linwood- The Inner Life of the Author,pg20462.epub,Literary,Hentz| Caroline Lee,20462
221,The Complete Prose Works of Martin Farquhar Tupper,pg20610.epub,Literary,Tupper| Martin Farquhar,20610
222,The Master-Knot of Human Fate,pg20615.epub,Literary,Meredith| Ellis,20615
223,The Romance of an Old Fool,pg20661.epub,Love and Romance,Field| Roswell Martin,20661
224,The Monctons: A Novel. Volume 1 (of 2),pg20835.epub,Literary,Moodie| Susanna,20835
225,In Apple-Blossom Time: A Fairy-Tale to Date,pg20901.epub,Love and Romance,Burnham| Clara Louise,20901
226,Overdue: The Story of a Missing Ship,pg21067.epub,Sea and Adventure,Collingwood| Harry,21067
227,The Ghost Ship: A Mystery of the Sea,pg21087.epub,Sea and Adventure,Hutcheson| John C.,21087
972,The Works of Edgar Allan Poe I,pg2147EdgarPoe1.epub,Detective and Mystery,Poe| Edgar Allan,21471
973,The Works of Edgar Allan Poe II,pg2148EdgarPoe2.epub,Detective and Mystery,Poe| Edgar Allan,21482
974,The Works of Edgar Allan Poe III,pg2149EdgarPoe3.epub,Detective and Mystery,Poe| Edgar Allan,21493
975,The Works of Edgar Allan Poe IV,pg2150EdgarPoe4.epub,Detective and Mystery,Poe| Edgar Allan,21504
229,Rattlin the Reefer,pg21578.epub,Sea and Adventure,Howard| Edward,21578
230,On the Stairs,pg21613.epub,Literary,Fuller| Henry Blake,21613
231,April's Lady: A Novel,pg21641.epub,Literary,Duchess|,21641
232,The Making of a Soul,pg21674.epub,Literary,Rhodes| Kathlyn,21674
233,The Tyranny of Weakness,pg21689.epub,Literary,Buck| Charles Neville,21689
234,Flint: His Faults- His Friendships and His Fortunes,pg21690.epub,Literary,Goodwin| Maud Wilder,21690
235,Agatha's Husband: A Novel,pg21767.epub,Literary,Craik| Dinah Maria Mulock,21767
976,The Confidence-Man,pg21816HermanConfidence.epub,Literary,Melville| Herman,21816
236,The Mark Of Cain,pg21821.epub,Literary,Lang| Andrew,21821
237,The Daughters of Danaus,pg21858.epub,Literary,Caird| Mona,21858
238,Afterwards,pg21867.epub,Literary,Rhodes| Kathlyn,21867
239,Luna Benamor,pg21870.epub,Literary,Ibez| Vicente Blasco,21870
240,Blacksheep! Blacksheep!,pg21887.epub,Sea and Adventure,Nicholson| Meredith,21887
241,Embarrassments,pg21932.epub,Literary,James| Henry,21932
242,The Pleasant Street Partnership: A Neighborhood Story,pg21944.epub,Literary,Leonard| Mary Finley,21944
243,The Lure of the Mask,pg22158.epub,Literary,MacGrath| Harold,22158
244,Aunt Rachel - A Rustic Sentimental Comedy,pg22202.epub,Literary,Murray| David Christie,22202
245,In Direst Peril,pg22205.epub,Literary,Murray| David Christie,22205
246,An Old Meerschaum - From Coals Of Fire And Other Stories- Volume II. (of III.),pg22206.epub,Literary,Murray| David Christie,22206
247,The Romance Of Giovanni Calvotti - From Coals Of Fire And Other Stories- Volume II. (of III.),pg22207.epub,Literary,Murray| David Christie,22207
248,Cruel Barbara Allen - From Coals Of Fire And Other Stories- Volume II. (of III.),pg22208.epub,Literary,Murray| David Christie,22208
249,Molly Bawn,pg22214.epub,Literary,Duchess| ,22214
250,Oswald Langdon - Pierre and Paul Lanier. A Romance of 1894-1898,pg22221.epub,Literary,Hamilton| Levi Jackson,22221
251,"""Schwartz: A History - From """"Schwartz"""" by David Christie Murray""",pg22271.epub,Literary,Murray| David Christie,22271
252,"""Young Mr. Barter's Repentance - From """"Schwartz"""" by David Christie Murray""",pg22272.epub,Literary,Murray| David Christie,22272
253,"""Bulldog And Butterfly - From """"Schwartz"""" by David Christie Murray""",pg22273.epub,Literary,Murray| David Christie,22273
254,"""Julia And Her Romeo: A Chronicle Of Castle Barfield - From """"Schwartz"""" by David Christie Murray""",pg22274.epub,Literary,Murray| David Christie,22274
255,VC  A Chronicle of Castle Barfield and of the Crimea,pg22275.epub,Literary,Murray| David Christie,22275
256,Despair's Last Journey,pg22276.epub,Literary,Murray| David Christie,22276
257,"""The Tale Of Mr. Peter Brown - Chelsea Justice - From """"The New Decameron""""|| Volume III.""",pg22476.epub,Literary,Sackville-West| Vita,22476
258,Mary Louise and Josie O'Gorman,pg22532.epub,Literary,Sampson| Emma Speed,22532
259,King Candaules,pg22660.epub,Literary,Gautier| Thophile,22660
260,32 Caliber,pg22781.epub,Literary,McGibeny| Donald,22781
262,Doctor Luttrell's First Patient,pg22883.epub,Love and Romance,Carey| Rosa Nouchette,22883
263,Nell- of Shorne Mills- One Heart's Burden,pg22961.epub,Literary,Garvice| Charles,22961
264,A Modern Idyll,pg23009.epub,Literary,Harris| Frank,23009
265,Gulmore- The Boss,pg23010.epub,Literary,Harris| Frank,23010
266,Elder Conklin,pg23012.epub,Literary,Harris| Frank,23012
267,Helen and Arthur- Miss Thusa's Spinning Wheel,pg23106.epub,Literary,Hentz| Caroline Lee,23106
268,A Chinese Command: A Story of Adventure in Eastern Seas,pg23118.epub,Sea and Adventure,Collingwood| Harry,23118
269,Other People's Business: The Romantic Career of the Practical Miss Dale,pg23157.epub,Literary,Smith| Harriet L.,23157
270,Old Ebenezer,pg23215.epub,Literary,Read| Opie Percival,23215
271,The Fte At Coqueville - 1907,pg23222.epub,Literary,Zola| ile,23222
272,Good Blood,pg23223.epub,Literary,Wildenbruch| Ernst von,23223
273,Mistress Anne,pg23246.epub,Literary,Bailey| Temple,23246
274,The Folly Of Eustace - 1896,pg23420.epub,Literary,Hichens| Robert,23420
275,The Man Next Door,pg23606.epub,Literary,Hough| Emerson,23606
276,The Riddle Of The Rocks - 1895,pg23629.epub,Literary,Murfree| Mary Noailles,23629
277,The Phantoms Of The Foot-Bridge - 1895,pg23630.epub,Literary,Murfree| Mary Noailles,23630
278,The Moonshiners At Hoho-Hebee Falls - 1895,pg23631.epub,Literary,Murfree| Mary Noailles,23631
279,'way Down In Lonesome Cove - 1895,pg23632.epub,Literary,Murfree| Mary Noailles,23632
280,"""His """"Day In Court"""" - 1895""",pg23633.epub,Literary,Murfree| Mary Noailles,23633
281,Flamsted quarries,pg23664.epub,Literary,Waller| Mary E.,23664
282,The Dew of Their Youth,pg23736.epub,Literary,Crockett| S. R.,23736
283,David Malcolm,pg23741.epub,Literary,Lloyd| Nelson,23741
284,Aladdin & Co.: A Romance of Yankee Magic,pg23745.epub,Literary,Quick| Herbert,23745
285,Cruel As The Grave,pg23789.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,23789
286,A True Friend: A Novel,pg23797.epub,Literary,Sergeant| Adeline,23797
287,The Opal Serpent,pg24769.epub,Detective and Mystery,Hume| Fergus,24769
288,The Book of All-Power,pg24920.epub,Literary,Wallace| Edgar,24920
289,The Kingdom Round the Corner: A Novel,pg25702.epub,Literary,Ashford| Angela| Ashford| Daisy,25702
290,An Apostate: Nawin of Thais,pg25730.epub,Literary,Dawson| Coningsby,25730
291,Her Mother's Secret,pg26259.epub,Literary,Hume| Fergus,26259
292,Margarita's Soul: The Romantic Recollections of a Man of Fifty,pg26277.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,26277
293,Simon,pg26306.epub,Detective and Mystery,Bacon| Josephine Daskam,26306
294,Madeline Payne- the Detective's Daughter,pg26482.epub,Detective and Mystery,Lynch| Lawrence L.,26482
296,Ringfield: A Novel,pg26768.epub,Literary,Thackeray| William Makepeace,26768
297,A Red Wallflower,pg26828.epub,Literary,Harrison| S. Frances,26828
977,Five Tales,pg2684Galsw4.epub,Literary,Galsworthy| John,26844
298,A Pessimist in Theory and Practice,pg26847.epub,Literary,Warner| Susan,26847
299,The Bradys Beyond Their Depth- The Great Swamp Mystery,pg26925.epub,Detective and Mystery,Bird| Frederic Mayer,26925
300,Bird of Paradise,pg27323.epub,Literary,Seltzer| Charles Alden,27323
301,The Giant's Robe,pg27507.epub,Literary,Sabin| Edwin L.,27507
302,The Seven Secrets,pg27549.epub,Detective and Mystery,Anstey| F.,27549
303,Five O'Clock Tea: Farce,pg27709.epub,Literary,Queux| William Le,27709
304,A Bachelor's Dream,pg27838.epub,Literary,Howells| William Dean,27838
305,The Dominant Dollar,pg27857.epub,Literary,Duchess|,27857
306,Dick Leslie's Luck: A Story of Shipwreck and Adventure,pg27909.epub,Sea and Adventure,Lillibridge| Will,27909
307,Anderson Crow- Detective,pg28229.epub,Detective and Mystery,Morris| Gouverneur,28229
308,A Romantic Young Lady,pg28236.epub,Literary,McCutcheon| George Barr,28236
309,The Beloved Woman,pg28301.epub,Literary,Grant| Robert,28301
310,In Brief Authority,pg28459.epub,Literary,Norris| Kathleen Thompson,28459
311,Not Like Other Girls,pg28463.epub,Literary,Anstey| F.,28463
312,The Limit,pg28465.epub,Literary,Leverson| Ada,28465
313,The Brass Bound Box,pg28509.epub,Literary,Raymond| Evelyn,28509
314,Wee Wifie,pg28717.epub,Literary,Carey| Rosa Nouchette,28717
315,Lover or Friend,pg28925.epub,Literary,Carey| Rosa Nouchette,28925
980,A Tangled Tale,pg29042CarolTangTale.epub,Literary,Carroll| Lewis,29042
316,Chit-Chat  Nirvana  The Searchlight,pg29071.epub,Literary,Holt| Mathew Joseph,29071
981,Justice,pg2911Galsw2.epub,Literary,Galsworthy| John,29112
982,The Little Man,pg2919Galsw5.epub,Literary,Galsworthy| John,29195
317,Cleo The Magnificent- The Muse of the Real: A Novel,pg29207.epub,Literary,Zangwill| Louis,29207
318,The First Violin - A Novel,pg29219.epub,Literary,Fothergill| Jessie,29219
319,People of Position,pg29274.epub,Literary,Hyatt| Stanley Portal,29274
320,Australia Revenged,pg29315.epub,Literary,Boomerang|,29315
321,An Old Sailor's Yarns,pg29323.epub,Sea and Adventure,Ames| N.,29323
322,The Prisoner,pg29366.epub,Literary,Brown| Alice,29366
323,Murder Point: A Tale of Keewatin,pg29400.epub,Detective and Mystery,Dawson| Coningsby,29400
324,Rope,pg29570.epub,Literary,Hall| Holworthy,29570
325,Once to Every Man,pg29646.epub,Literary,Evans| Larry,29646
326,Mixed Faces,pg29657.epub,Literary,Norton| Roy,29657
327,Nobody,pg29671.epub,Literary,Vance| Louis Joseph,29671
328,The Hound From The North,pg29695.epub,Literary,Cullum| Ridgwell,29695
329,The Heart of Thunder Mountain,pg29697.epub,Literary,Bingham| Edfrid A.,29697
330,Hetty's Strange History,pg29699.epub,Literary,Jackson| Helen Hunt,29699
331,The Princess Virginia,pg29715.epub,Literary,Williamson| A. M.| Williamson| C. N.,29715
332,The Strollers,pg29726.epub,Literary,Isham| Frederic Stewart,29726
333,Victor's Triumph - Sequel to A Beautiful Fiend,pg29729.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,29729
334,The Missionary,pg29743.epub,Literary,Griffith| George Chetwynd,29743
335,The Gorgeous Girl,pg29753.epub,Literary,Bartley| Nalbro,29753
336,The Dominant Strain,pg29760.epub,Literary,Ray| Anna Chapin,29760
337,Audrey Craven,pg29766.epub,Literary,Sinclair| May,29766
338,The Man Who Wins,pg29808.epub,Literary,Herrick| Robert,29808
339,The Paliser case,pg29847.epub,Literary,Saltus| Edgar,29847
340,Dwellers in the Hills,pg29851.epub,Literary,Post| Melville Davisson,29851
341,A Great Man: A Frolic,pg29860.epub,Literary,Bennett| Arnold,29860
342,The Old Countess- The Two Proposals,pg29862.epub,Literary,Stephens| Ann S.,29862
343,Love and Lucy,pg29868.epub,Literary,Hewlett| Maurice,29868
344,The Crimson Tide: A Novel,pg29880.epub,Literary,Chambers| Robert W.,29880
345,The Doctor's Family,pg29890.epub,Literary,Oliphant| Mrs.,29890
346,The Rector,pg29891.epub,Literary,Oliphant| Mrs.,29891
347,Changing Winds - A Novel,pg29902.epub,Literary,Ervine| St. John G.,29902
348,Jan and Her Job,pg29945.epub,Literary,Harker| L. Allen,29945
349,The Eye of Dread,pg30031.epub,Literary,Erskine| Payne,30031
350,In the Shadow of the Hills,pg30037.epub,Literary,Shedd| George C.,30037
351,Jessica- the Heiress,pg30074.epub,Literary,Raymond| Evelyn,30074
352,Our Next-Door Neighbors,pg30075.epub,Literary,Maniates| Belle Kanaris,30075
353,Amaryllis at the Fair,pg30087.epub,Literary,Jefferies| Richard,30087
354,Young Barbarians,pg30089.epub,Literary,Maclaren| Ian,30089
355,Robinetta,pg30090.epub,Literary,Findlater| Jane Helen| Findlater| Mary| McAulay| Allan| Wiggin| Kate Douglas Smith,30090
356,At the Crossroads,pg30095.epub,Literary,Comstock| Harriet T.,30095
357,The Vast Abyss - The Story of Tom Blount- his Uncles and his Cousin Sam,pg30106.epub,Literary,Fenn| George Manville,30106
358,The Quality of Mercy,pg30108.epub,Literary,Howells| William Dean,30108
359,Name and Fame: A Novel,pg30110.epub,Literary,Sergeant| Adeline,30110
360,A Noble Woman,pg30111.epub,Literary,Stephens| Ann S.,30111
361,Tante,pg30115.epub,Literary,Sedgwick| Anne Douglas,30115
362,Daisy Brooks- A Perilous Love,pg30137.epub,Sea and Adventure,Libbey| Laura Jean,30137
363,A Manual of the Art of Fiction,pg30183.epub,Literary,Hamilton| Clayton Meeker,30183
364,East of the Shadows,pg30193.epub,Literary,Barclay| Mrs. Hubert,30193
365,Officer 666,pg30228.epub,Literary,Currie| Barton Wood| McHugh| Augustin,30228
366,Phemie Frost's Experiences,pg30245.epub,Literary,Stephens| Ann S.,30245
367,Mabel's Mistake,pg30247.epub,Literary,Stephens| Ann S.,30247
368,A Captain in the Ranks: A Romance of Affairs,pg30263.epub,Literary,Eggleston| George Cary,30263
369,The Phantom Lover,pg30286.epub,Literary,Ayres| Ruby M.,30286
370,The Benefactress,pg30302.epub,Literary,Arnim| Elizabeth Von,30302
371,Hope Mills- Between Friend and Sweetheart,pg30436.epub,Literary,Douglas| Amanda M.,30436
372,The Lieutenant-Governor: A Novel,pg30448.epub,Literary,Carryl| Guy Wetmore,30448
373,A Manifest Destiny,pg30464.epub,Literary,Magruder| Julia,30464
374,Wild Oranges,pg30466.epub,Literary,Hergesheimer| Joseph,30466
375,Outside Inn,pg30483.epub,Literary,Kelley| Ethel M.,30483
377,The Pines of Lory,pg30600.epub,Literary,Mitchell| John Ames,30600
378,A Danish Parsonage,pg30617.epub,Literary,Vicary| John Fulford,30617
379,Wings of the Wind,pg30618.epub,Literary,Harris| Credo Fitch,30618
380,In the Heart of a Fool,pg30627.epub,Literary,White| William Allen,30627
381,Anything Once,pg30640.epub,Literary,Ostrander| Isabel,30640
382,An Ocean Tramp,pg30648.epub,Literary,McFee| William,30648
383,Daisy's Necklace- and What Came of It,pg30668.epub,Literary,Aldrich| Thomas Bailey,30668
384,Sir Tom,pg30692.epub,Literary,Oliphant| Mrs.,30692
385,The Record of Nicholas Freydon - An Autobiography,pg30704.epub,Literary,Dawson| A. J.,30704
386,Captain Pott's Minister,pg30713.epub,Literary,Cooper| Francis L.,30713
387,Absolution,pg30724.epub,Literary,Viebig| Clara,30724
388,The Fate of Felix Brand,pg30733.epub,Literary,Kelly| Florence Finch,30733
389,Clark's Field,pg30736.epub,Literary,Herrick| Robert,30736
390,Materials and Methods of Fiction - With an Introduction by Brander Matthews,pg30776.epub,Literary,Hamilton| Clayton Meeker,30776
391,The Beggar Man,pg30817.epub,Literary,Ayres| Ruby M.,30817
392,Ashton-Kirk- Criminologist,pg30838.epub,Detective and Mystery,McIntyre| John Thomas,30838
393,Kidnapped at the Altar- The Romance of that Saucy Jessie Bain,pg30980.epub,Sea and Adventure,Libbey| Laura Jean,30980
394,Ten Thousand a-Year. Volume 1.,pg31004.epub,Literary,Warren| Samuel,31004
395,The Recipe for Diamonds,pg31083.epub,Sea and Adventure,Hyne| Charles John Cutcliffe Wright,31083
396,Aliens,pg31241.epub,Literary,McFee| William,31241
397,Cupid's Middleman,pg31561.epub,Literary,Lent| Edward B.,31561
398,"""Walladmor- Vol. 1 (of 2) - """"Freely Translated into German from the English of Sir Walter Scott."""" And Now Freely Translated from the German into English.""",pg31563.epub,Literary,Alexis| Willibald,31563
399,"""Walladmor- Vol. 2 (of 2) - """"Freely Translated into German from the English of Sir Walter Scott."""" And Now Freely Translated from the German into English.""",pg31568.epub,Literary,Alexis| Willibald,31568
400,Room Number 3- and Other Detective Stories,pg31578.epub,Detective and Mystery,Green| Anna Katharine,31578
401,The Serapion Brethren- Vol. II,pg31668.epub,Literary,Hoffmann| E. T. A.,31668
402,Checkers: A Hard-luck Story,pg31813.epub,Literary,Blossom| Henry,31813
403,The Serapion Brethren- Vol. I.,pg31820.epub,Literary,Hoffmann| E. T. A.,31820
404,Portia- By Passions Rocked,pg31825.epub,Literary,Duchess|,31825
405,An Artist in Crime,pg31915.epub,Detective and Mystery,Ottolengui| Rodrigues,31915
406,The Portal of Dreams,pg31927.epub,Literary,Buck| Charles Neville,31927
407,A Life Sentence: A Novel,pg31984.epub,Literary,Sergeant| Adeline,31984
408,Captain Macedoine's Daughter,pg32042.epub,Literary,McFee| William,32042
409,A Rent In A Cloud,pg32082.epub,Literary,Lever| Charles James,32082
410,Command,pg32114.epub,Sea and Adventure,McFee| William,32114
411,Rose MacLeod,pg32115.epub,Literary,Brown| Alice,32115
412,When the Cock Crows,pg32116.epub,Literary,Baily| Waldron,32116
413,Long Live the King!,pg32132.epub,Literary,Boothby| Guy,32132
414,Arthur O'Leary: His Wanderings And Ponderings In Many Lands,pg32424.epub,Literary,Lever| Charles James,32424
415,The Brightener,pg32428.epub,Literary,Williamson| A. M.| Williamson| C. N.,32428
416,A Marriage at Sea,pg32516.epub,Sea and Adventure,Russell| William Clark,32516
417,Gerald Fitzgerald- the Chevalier: A Novel,pg32560.epub,Sea and Adventure,Viebig| Clara,32560
418,A Novelist on Novels,pg32576.epub,Literary,George| Walter Lionel,32576
419,A Day's Ride: A Life's Romance,pg32692.epub,Literary,Lever| Charles James,32692
420,That Boy Of Norcott's,pg32693.epub,Literary,Lever| Charles James,32693
421,Jacob's Ladder,pg32732.epub,Detective and Mystery,Oppenheim| E. Phillips,32732
422,"""Tried for Her Life - A Sequel to """"Cruel As the Grave""""""",pg32757.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,32757
423,Fairfax and His Pride: A Novel,pg32826.epub,Literary,Vorst| Marie Van,32826
424,One Of Them,pg32840.epub,Literary,Lever| Charles James,32840
425,Lady Cassandra,pg32882.epub,Literary,Vaizey| Mrs. George de Horne,32882
426,Sir Hilton's Sin,pg32915.epub,Literary,Fenn| George Manville,32915
427,The Sapphire Cross,pg32917.epub,Literary,Fenn| George Manville,32917
428,Thereby Hangs a Tale. Volume One,pg32929.epub,Literary,Fenn| George Manville,32929
429,An Unknown Lover,pg32936.epub,Literary,Vaizey| Mrs. George de Horne,32936
430,The Red Rat's Daughter,pg33004.epub,Detective and Mystery,Boothby| Guy,33004
431,The Green God,pg33019.epub,Detective and Mystery,Kummer| Frederic Arnold,33019
432,Sir Jasper Carew: His Life and Experience,pg33081.epub,Literary,Lever| Charles James,33081
433,The Truth About Tristrem Varick: A Novel,pg33099.epub,Literary,Saltus| Edgar,33099
434,Was It Right to Forgive? A Domestic Romance,pg33195.epub,Literary,Barr| Amelia E.,33195
435,Faith and Unfaith: A Novel,pg33312.epub,Literary,Duchess|,33312
436,The Little Schoolmaster Mark: A Spiritual Romance,pg33401.epub,Literary,Davis| Richard Harding,33401
437,A Man in the Open,pg33423.epub,Literary,Pocock| Roger,33423
438,Roland Cashel- Volume I (of II),pg33468.epub,Literary,Lever| Charles James,33468
439,Roland Cashel- Volume II (of II),pg33469.epub,Literary,Lever| Charles James,33469
440,The Furnace,pg33482.epub,Literary,Macaulay| Rose,33482
441,The Gambler: A Novel,pg33490.epub,Literary,Thurston| Katherine Cecil,33490
442,Bransford of Rainbow Range - Originally Published under the title of Bransford in Arcadia- The Little Eohippus,pg33498.epub,Western Stories,Rhodes| Eugene Manlove,33498
443,The Fortunes Of Glencore,pg33556.epub,Literary,Lever| Charles James,33556
444,The Bachelors: A Novel,pg33565.epub,Literary,Orcutt| William Dana,33565
445,Tony Butler,pg33604.epub,Literary,Lever| Charles James,33604
446,Norine's Revenge- and- Sir Noel's Heir,pg33664.epub,Literary,Fleming| May Agnes,33664
447,X Y Z: A Detective Story,pg33695.epub,Detective and Mystery,Green| Anna Katharine,33695
448,The Cottage of Delight: A Novel,pg33715.epub,Literary,Harben| Will N.,33715
449,An Engagement of Convenience: A Novel,pg33747.epub,Literary,Zangwill| Louis,33747
450,The Key to Yesterday,pg33759.epub,Literary,Buck| Charles Neville,33759
451,The Haunted Pajamas,pg33780.epub,Literary,Elliott| Francis Perry,33780
452,King of Camargue,pg33867.epub,Literary,Aicard| Jean,33867
453,Regina- or the Sins of the Fathers,pg33892.epub,Literary,Sudermann| Hermann,33892
454,The Unknown Sea,pg33945.epub,Allegories,Housman| Clemence,33945
455,The Reclaimers,pg33959.epub,Literary,McCarter| Margaret Hill,33959
456,The Mysterious Wanderer- Vol. I,pg33973.epub,Literary,Reeve| Sophia,33973
457,Love Works Wonders: A Novel,pg33989.epub,Literary,Brame| Charlotte M.,33989
458,The Belovd Traitor,pg34034.epub,Literary,Packard| Frank L.,34034
459,The Hillman,pg34035.epub,Detective and Mystery,Oppenheim| E. Phillips,34035
460,Whispering Wires,pg34046.epub,Detective and Mystery,Leverage| Henry,34046
461,A Poached Peerage,pg34088.epub,Literary,Magnay| Sir William,34088
462,Lady Maude's Mania,pg34138.epub,Literary,Fenn| George Manville,34138
463,A Double Knot,pg34140.epub,Literary,Fenn| George Manville,34140
464,By Birth a Lady,pg34142.epub,Literary,Fenn| George Manville,34142
465,A Blot on the Scutcheon,pg34164.epub,Literary,Knowles| Mabel Winifred,34164
466,Capricious Caroline,pg34166.epub,Literary,Rowlands| Effie Adelaide,34166
467,Zula,pg34168.epub,Literary,Lindley| H. Esselstyn,34168
468,The Girl From Tim's Place,pg34202.epub,Literary,Munn| Charles Clark,34202
469,The Star-Gazers,pg34244.epub,Literary,Fenn| George Manville,34244
470,Of High Descent,pg34246.epub,Literary,Fenn| George Manville,34246
471,The Man with a Shadow,pg34248.epub,Literary,Fenn| George Manville,34248
472,A Mysterious Disappearance,pg34277.epub,Detective and Mystery,Tracy| Louis,34277
473,Phases of an Inferior Planet,pg34402.epub,Literary,Glasgow| Ellen Anderson Gholson,34402
474,For the Allinson Honor,pg34415.epub,Literary,Bindloss| Harold,34415
475,Alas! A Novel,pg34428.epub,Literary,Broughton| Rhoda,34428
476,The Rosery Folk,pg34482.epub,Literary,Fenn| George Manville,34482
477,The Gold Brick,pg34500.epub,Literary,Stephens| Ann S.,34500
478,Paradise Bend,pg34567.epub,Western Stories,White| William Patterson,34567
479,The Triumph of Virginia Dale,pg34575.epub,Literary,Francis| John,34575
480,Mrs. Halliburton's Troubles,pg34587.epub,Literary,Trevena| John,34587
481,Through Night to Light: A Novel,pg34598.epub,Literary,Spielhagen| Friedrich,34598
482,What the Swallow Sang: A Novel,pg34599.epub,Literary,Spielhagen| Friedrich,34599
483,King of the Castle,pg34609.epub,Literary,Fenn| George Manville,34609
484,Barren Honour: A Novel,pg34616.epub,Literary,Lawrence| George A.,34616
485,The Gateless Barrier,pg34619.epub,Ghost and Horror,Malet| Lucas,34619
486,I- Thou- and the Other One: A Love Story,pg34628.epub,Love and Romance,Barr| Amelia E.,34628
487,The Mysterious Wanderer  Vol. II,pg34629.epub,Literary,Reeve| Sophia,34629
488,The Breaking of the Storm- Vol. I.,pg34657.epub,Literary,Spielhagen| Friedrich,34657
489,The Breaking of the Storm- Vol. II.,pg34658.epub,Literary,Spielhagen| Friedrich,34658
490,The Breaking of the Storm- Vol. III.,pg34659.epub,Literary,Spielhagen| Friedrich,34659
491,Willing to Die: A Novel,pg34662.epub,Literary,Fanu| Joseph Sheridan Le,34662
492,Commodore Junk,pg34663.epub,Literary,Fenn| George Manville,34663
493,The Mynns' Mystery,pg34664.epub,Detective and Mystery,Fenn| George Manville,34664
494,The Man with the Double Heart,pg34709.epub,Literary,Hine| Muriel,34709
495,One of My Sons,pg34710.epub,Detective and Mystery,Green| Anna Katharine,34710
496,The Ivory Gate- a new edition,pg34738.epub,Literary,Besant| Walter,34738
497,Problematic Characters: A Novel,pg34748.epub,Literary,Spielhagen| Friedrich,34748
498,Englefield Grange- Mary Armstrong's Troubles,pg34794.epub,Literary,Paull| Mrs. H. B.,34794
499,The Pagan's Cup,pg34835.epub,Detective and Mystery,Abbott| Eleanor Hallowell,34835
500,The Rival Crusoes- The Ship Wreck - Also A Voyage to Norway  and The Fisherman's Cottage.,pg34849.epub,Literary,Strickland| Agnes,34849
501,Mystery and Confidence: A Tale. Vol. 1,pg34932.epub,Literary,Pinchard| Elizabeth Sibthorpe,34932
502,Mystery and Confidence: A Tale. Vol. 3,pg34933.epub,Literary,Pinchard| Elizabeth Sibthorpe,34933
503,19-000,pg34934.epub,Detective and Mystery,Delannoy| Burford,34934
